pack_item_id,item_title,item_type,source_path,sha256,registered,register_status,claims_served,ship_flag,hold_reason,render_currency,caption_exists,notes
(unlisted) AUD1-0162,,figure,Output/figures/dashboards/D2_site_GA_047_slide_data.png,92b64da076f182ce1c0e4dfa81f909d84803c7c50745f0d3360300d63085f7b8,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0163,,figure,Output/figures/dashboards/D2_site_GA_048_slide_data.png,b2c2ec97b41d2c5931f346371056973950978f6e847deaffa34bfc5a1c39e314,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0164,,figure,Output/figures/dashboards/D2_site_GA_049_slide_data.png,c544b2287366f751660c8cd7e6c32371c49120277bf94c300880903585951851,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0165,,figure,Output/figures/dashboards/D2_site_GA_050_slide_data.png,1272b648200b6585776df79c50efeb7a8ca24579b3089f639dd8a4825a8ad9b3,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0166,,figure,Output/figures/dashboards/D2_site_GA_051_slide_data.png,e280ee0c25b003fd8d29d64fc87b313bec745c6e4e8b3e0d4f188d9644d90bb7,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0167,,figure,Output/figures/dashboards/D2_site_GA_052_slide_data.png,1b91ac89dd221ce7be8b0a72a2a41687be1e88474b988af96bec3743fe2f7fbb,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0168,,figure,Output/figures/dashboards/D2_site_GA_053_slide_data.png,039dd103e8d81412dee6ae4602f0941eb2cd522045444586c84c707bc81c2f81,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0169,,figure,Output/figures/dashboards/D2_site_GA_054_slide_data.png,303ab9ff4fbcbfcc68910cd6b65ecb62166dab7ce983afc2a112d610ed126093,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0170,,figure,Output/figures/dashboards/D2_site_GA_055_slide_data.png,24202808c6bad7c6149a041d4a155811d8860cc1fb02fbf1854ce38b366b2ca9,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0171,,figure,Output/figures/dashboards/D2_site_GA_056_slide_data.png,a5143ff7c229a1bccca61e2ac301c9e8c2952a32ad64cb9d93e28f5b0c133e6f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0172,,figure,Output/figures/dashboards/D2_site_GA_057_slide_data.png,8aa0cc8d76db96ea640dbd6b8315e8e991bd54373bf481b50d24c0b9452bd742,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0173,,figure,Output/figures/dashboards/D2_site_GA_058_slide_data.png,f3dd1b4e3ca1e13cf241e58be4429a7c6b5c7fc6af1bb75ac0095aa61d084c3c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0174,,figure,Output/figures/dashboards/D2_site_GA_059_slide_data.png,a7799691ee7970f8a1d4a6869573081d6c62ec42a2768d45ce97ce06898580c9,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0175,,figure,Output/figures/dashboards/D2_site_GA_060_slide_data.png,b2e495b76af833c91556034d87db0e9febd0d4d39dfe6359625ca219db434dad,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0176,,figure,Output/figures/dashboards/D2_site_GA_061_slide_data.png,d4f2f638da314f419bf9c3e6fb03d9bee06c300e3455687070b5baef853c4da7,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0177,,figure,Output/figures/dashboards/D2_site_GA_062_slide_data.png,8cfc3a03326d8b1cf16fb51b03258ea1bfb943d760a88a072de04d0c31fddcac,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0178,,figure,Output/figures/dashboards/D2_site_GA_063_slide_data.png,e62a21ec1bb296f29c4b26155895a407a8934047472fc947a965e3bc8ae37d05,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0179,,figure,Output/figures/dashboards/D2_site_GA_064_slide_data.png,ab28e2047f157c82fc4d2cadd2fee50d8ae852e522fda9b1a7f92ca3c678b3bc,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0180,,figure,Output/figures/dashboards/D2_site_GA_066_slide_data.png,5b3554b3d59a90ca27ac608b6d89cd783e76b14a3f3ff597e0fc3bb3288235f5,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0181,,figure,Output/figures/diagnostics/T1_A0_zone_layer_extent.png,a0c764a04d4451606035bc6f84465ef9e041cb58ca57a66dae8800a7c38c33c9,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,Y,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0182,,figure,Output/figures/diagnostics/T1_A_identity_margin.png,6b599b043e361b399ccb5e0efd4335bf0f65939a198ce985345100d266e54463,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,Y,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0183,,figure,Output/figures/diagnostics/T1_B_area_source_vs_computed.png,6367b223039bb624b93771378b6d566a888f21f44719f91ad4646d683c2a561e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,Y,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0184,,figure,Output/figures/diagnostics/T1_C_pixel_assignment_map.png,f59ffbd5791a104c200a41a9ab0c5e9bcff8ef78579e208bc00a4fb0ada946a4,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,Y,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0185,,figure,Output/figures/diagnostics/T1_C_reconciliation_bar.png,f8d5347ca7fc79590a5b071edee5b597ce3b2e45928960cce08a9010b813cc48,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,Y,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0186,,figure,Output/figures/diagnostics/T1_D_matched_contrast.png,47d83c710ec9a9526d1d612a4da95b30e1314d0482e8bd92f2d474cb774b6ed8,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,Y,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0187,,figure,Output/figures/diagnostics/T2_A_stack_alignment.png,5bc190f2bdeb7373957ba22193980d1649cbd1e772b9069bed3c81adc5189a2f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,Y,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0190,,figure,Output/figures/maps/MER/mer_annual_max_observed_wet_example.png,8c6d989922bddf61273982786cb1b2157f0e5d8b893687e439d07853a77ae6c2,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0191,,figure,Output/figures/maps/MER/mer_post_minus_pre_annual_max_change_main_deck.png,99abcc76ab3140c54f4446e48da015c666b9eef383a1ce6be4d448e5276b5257,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0192,,figure,Output/figures/maps/MER/mer_pre_post_annual_max_frequency_main_deck.png,238b53b4735189ad73246f02833d37cb37b36842dc4792cf4d1d0cc8c6806980,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0193,,figure,Output/figures/maps/MER/mer_raster_vs_annual_occurrence_change_comparison.png,509f4b963b19e7d52ad8906b230c10d42bc52c6bd67e01fabde3cb2cd0c6a6aa,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0194,,figure,Output/figures/maps/context/gayini_location_context_map.png,bf335cfaf467b8677e8a35250b3c1bafecf9e0b8444947c38d760f3a40382c86,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0195,,figure,Output/figures/maps/context/gayini_location_context_map_wide.png,53464f35c308cb87a3fb7dc78e2810c00741dc44f86fb0e8d91e723f4a666fe8,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0196,,figure,Output/figures/maps/context/gayini_vegetation_group_map.png,54e184e9abac4792c61c50158b74b817275bc1b1d9d2e48bc479a1c4f7deaf80,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0197,,figure,Output/figures/maps/context/gayini_vegetation_group_map_with_plots.png,be6c9074d7199c433769d6f7ae423fca81e5b9251c45badc23803cf8c14b120c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0198,,figure,Output/figures/maps/inundation/background_flood_pattern_pre2015.png,e014c9e14cf28b5e197b156c7c25d91bc90c6d4e390c7843e776f3fa27424278,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0199,,figure,Output/figures/maps/inundation/inundation_frequency_by_vegetation_group.png,8b24a59bf65f82e0255ff274ea6af2c40a120dd27791eee06a5f21ef761e67d7,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0200,,figure,Output/figures/maps/inundation/inundation_post_minus_pre_change_main_deck.png,d29628345764b38bf040a3f7a9c786b820ae427d59a434afd17c92b9fbea769c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0201,,figure,Output/figures/maps/inundation/inundation_post_minus_pre_change_with_paddocks.png,fbe842fc76175f01327048b0f3ac96c81be34377eb4087fad345c6b9114e5528,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0202,,figure,Output/figures/maps/inundation/inundation_pre_post_frequency_main_deck.png,568f0041eca35ba3dabb193d1ba5ecf6ef2d9937351e35baf87625db2ba0375b,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0203,,figure,Output/figures/maps/inundation/matched_year_inundation_comparison_main_deck.png,ebacf0c96aa4dc372ab99655d72083b307731be5cd7366fef86ce7e5c7f47fca,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0204,,figure,Output/figures/maps/inundation/matched_year_paired_summary_by_veg_group.png,f40cc225c990eafb9fb103598a29f1b5116ff1d144c943585fb4240cce636215,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0205,,figure,Output/figures/maps/inundation/plot_level_inundation_change_with_paddocks.png,a80f0ee0f84f75783803ef1f35fb6e659b808c9f28c5169ce360a62cc96c7b40,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0206,,figure,Output/figures/maps/modis_ground_cover/modis_bare_pct_2001_01.png,b4f01bdc784a5715afa80dbdb3757353fa6d6df348a8718a486f1f8d2c544c52,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0207,,figure,Output/figures/maps/modis_ground_cover/modis_bare_pct_2010_01.png,253afc0556bf8f3259b0d621b95ba4d4e2e5b585187e1015dcec287a57f17e8f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0208,,figure,Output/figures/maps/modis_ground_cover/modis_bare_pct_2015_01.png,49d21652fbc2e5a1569eec91020e957c9b0d053241ac703800b8e5d0c490bde8,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0209,,figure,Output/figures/maps/modis_ground_cover/modis_bare_pct_2019_07.png,9edc3e143aad9f5f97d024f9d9240fd9a3c6a901e03ae609dd4b7e27b3c6b83e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0210,,figure,Output/figures/maps/modis_ground_cover/modis_bare_pct_2022_01.png,33c636ecca2f251a62cc9004d1528104bb51e4a02afe0da2d89483daec6ee046,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0211,,figure,Output/figures/maps/modis_ground_cover/modis_bare_pct_2026_02.png,bdced2ca42c128d08ecc06d5aedce3357af8eae2a7a5695a3d36efde3b45e447,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0212,,figure,Output/figures/maps/modis_ground_cover/modis_npv_pct_2001_01.png,aec1e56fb50282c0bc90ae17d5a3bd0ff4862d51afc131aa5ad194fc7b3a0b93,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0213,,figure,Output/figures/maps/modis_ground_cover/modis_npv_pct_2010_01.png,1953d7c1c5461f417c524197457dbc619978ce9fad08a5bf2b6a322a182bf57f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0214,,figure,Output/figures/maps/modis_ground_cover/modis_npv_pct_2015_01.png,a0d1f9485c8dde5442be163eb8c227f8fbe4a504d586f300bdde22079f4e2c88,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0215,,figure,Output/figures/maps/modis_ground_cover/modis_npv_pct_2019_07.png,58f4642db8d07ecdc76eb5c36aabeccbc19de1f1c05aa9fb4a2651225651ebd9,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0216,,figure,Output/figures/maps/modis_ground_cover/modis_npv_pct_2022_01.png,e41bea12b42185a7486af8fe228c856a4641a2b1eb83fafe8435d6a43ca37f93,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0217,,figure,Output/figures/maps/modis_ground_cover/modis_npv_pct_2026_02.png,a1f3cc572ef0ccb20cbb66394092d20005770b27156060361b2f403a9f250457,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0218,,figure,Output/figures/maps/modis_ground_cover/modis_post_mean_bare_pct.png,a4406738431aaa7b1c3312d7088129d94c36202c5d0ea65ae5bf872a7e87a6ca,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0219,,figure,Output/figures/maps/modis_ground_cover/modis_post_mean_bare_pct_refined.png,ef5ecdea8b558457e9cb33e77fedca0eca8126e6d6e908bb9872c264e5afedb3,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0220,,figure,Output/figures/maps/modis_ground_cover/modis_post_mean_total_veg_pct.png,7ee51793b65862b6f277fcc2c9db2caaad50c295695de9167de928651dcbc464,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0221,,figure,Output/figures/maps/modis_ground_cover/modis_post_mean_total_veg_pct_refined.png,e251810fbde6ed1a4d6377a5f866519d68df3498dd675221514e006b66757b2f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0222,,figure,Output/figures/maps/modis_ground_cover/modis_post_minus_pre_bare_pct_points.png,6450f1427d2d77ddf21c4096299d78fbff7256ab23fd4e010d511e414979faa5,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0223,,figure,Output/figures/maps/modis_ground_cover/modis_post_minus_pre_bare_pct_points_refined.png,d02c454508507e4291dcd93908f15e37445ac53211499efd8c85111a80b00061,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0224,,figure,Output/figures/maps/modis_ground_cover/modis_post_minus_pre_total_veg_pct_points.png,ce1eda3063fe80083bcd90a7fb419ab05ed5b0b775c5f18b2a58fca07882896f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0225,,figure,Output/figures/maps/modis_ground_cover/modis_post_minus_pre_total_veg_pct_points_refined.png,bada5a444db25b5660cc3399f53a6bee8212cc3b23cb5497b3ae39b9529bace7,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0226,,figure,Output/figures/maps/modis_ground_cover/modis_pre_mean_bare_pct.png,d252f343deecefb2931fbf41787eefe73a7ade87c9eb2c5bdb8e53aea96d07e3,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0227,,figure,Output/figures/maps/modis_ground_cover/modis_pre_mean_bare_pct_refined.png,773a74910315aa5db62c519b293a01522d4c749ebdd8311124667a9d7d11f2d6,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0228,,figure,Output/figures/maps/modis_ground_cover/modis_pre_mean_total_veg_pct.png,0ed43a16f014e0841391d6b45fac5d1cba2a8b55d73d5703c74fedcff6f94070,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0229,,figure,Output/figures/maps/modis_ground_cover/modis_pre_mean_total_veg_pct_refined.png,b33a7200e976ed84c0fcff5d95ac1d6559e38552ec591cd3d19387bb143700e7,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0230,,figure,Output/figures/maps/modis_ground_cover/modis_pv_pct_2001_01.png,5e7ab5fed58a4d7afb7d9158c354236b3ca3bc316caea94ca03bc3c44cb7de68,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0231,,figure,Output/figures/maps/modis_ground_cover/modis_pv_pct_2010_01.png,07432491a9d390c76765a39ef020dbc244a85a1456f8388dbe75a134f0a7c760,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0232,,figure,Output/figures/maps/modis_ground_cover/modis_pv_pct_2015_01.png,7e458469b025137a1bce467a3ae49c24373673f044217adcf52d76fc34cc3d5a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0233,,figure,Output/figures/maps/modis_ground_cover/modis_pv_pct_2019_07.png,7fbd0162a86d2ec6195d254f6347a665aed191ae3f88955bb23638b5342c9008,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0234,,figure,Output/figures/maps/modis_ground_cover/modis_pv_pct_2022_01.png,eead46a0f8ff36aa26bbe533b5e3716ee56716e3fbcbb28b2c94d6bd6abe902c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0235,,figure,Output/figures/maps/modis_ground_cover/modis_pv_pct_2026_02.png,d4c4723e85230fcdd607487409ab0d10a421164d4b19144dcb96c32df3bf7251,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0236,,figure,Output/figures/maps/modis_ground_cover/modis_rgb_2001_01.png,8f47959f461b9daabf0c614e84a9f36b380fb548e9ab7e53b84983dabb384510,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0237,,figure,Output/figures/maps/modis_ground_cover/modis_rgb_2010_01.png,8346756a799e89400da07c005282c9a27716139e46436a4b428226b4da6a7607,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0238,,figure,Output/figures/maps/modis_ground_cover/modis_rgb_2015_01.png,d529a51ad2095ca1bcb1157cf386bd63a3555f8d2817b8199129cb39b0f0e64f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0239,,figure,Output/figures/maps/modis_ground_cover/modis_rgb_2019_07.png,b128dd0828e2f3c0e763696d69c0417127bbe8bbc42149a33fa803f08ed735a2,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0240,,figure,Output/figures/maps/modis_ground_cover/modis_rgb_2022_01.png,dd30df0d38fee300df2fdf8fee6cab702c3d3dfda5c454626a1552e77aa436b4,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0241,,figure,Output/figures/maps/modis_ground_cover/modis_rgb_2026_02.png,d072fdb47730dfdf3f6d69f21cef097023bf6c73cab5a4b9b0b90a572d589d7c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0242,,figure,Output/figures/maps/modis_ground_cover/modis_rgb_representative_dry_month.png,1274d3652fb7a8e7dc33f1c222d289df9637b4fe690914156528ddfc0dbf3d9b,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0243,,figure,Output/figures/maps/modis_ground_cover/modis_rgb_representative_wet_month.png,9db733b98764059d553dbebe5491f09f0eac70a915714075e2e2c90b11f0fb93,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0244,,figure,Output/figures/maps/modis_ground_cover/modis_scale_context_map.png,3595ffe3cd6a3c214ee346366572416c97a31542537b6b411b46bc70394c2b50,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0245,,figure,Output/figures/maps/modis_ground_cover/modis_scale_context_map_refined.png,8c09f1a91266ea66598f11237b1770d8bcbe975613a36aca80db51681ef13bd3,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0246,,figure,Output/figures/maps/modis_ground_cover/modis_total_veg_pct_2001_01.png,d0571c1f723227c30d0ef893992051146083ba4c362ec0e212cb09f5538fc835,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0247,,figure,Output/figures/maps/modis_ground_cover/modis_total_veg_pct_2010_01.png,af7f0e57ffd8fe23ede498866a39bf310f5b67905e7b21b14354af1446ab4686,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0248,,figure,Output/figures/maps/modis_ground_cover/modis_total_veg_pct_2015_01.png,6e4358a9d1976e691239dcbe4a3be9d32ebb4f1c04b0154f64270e0b0cf23629,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0249,,figure,Output/figures/maps/modis_ground_cover/modis_total_veg_pct_2019_07.png,23955750b4434864a33e95496a09e3beb78f902589ef8d92a6a774766d645755,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0250,,figure,Output/figures/maps/modis_ground_cover/modis_total_veg_pct_2022_01.png,b58651c938f4fe654fdf7220cf7660af4aca77f5dbb1163eaa9a3482828a6c36,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0251,,figure,Output/figures/maps/modis_ground_cover/modis_total_veg_pct_2026_02.png,71e9942380bd537cec22f0d0e0c764afde3bb12c204b2ad7dee4bcd9c862708f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0252,,figure,Output/figures/maps/task_J/J-F1_2018_difference_map.png,bc793d149e4c55fdbfa90c6c0a5506c56999cbcd793ac5255a413f6bb2a12301,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,Y,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0253,,figure,Output/figures/maps/task_J/J-F2_placebo_ladder_six_panel.png,23f2d46ab5782920ab46dbd0be9fd1cdd3dba714345cfb6f85aae8326f9fff8d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,Y,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0254,,figure,Output/figures/plots/MER/mer_annual_max_heatmap_appendix.png,55f776f8175e5a18ba0ef7d5a255be217fc52307222601e0f0765aa8b0c6531a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0255,,figure,Output/figures/plots/MER/mer_observation_support_by_water_year.png,4abfc048e41229d5bcc5129f3d3b9842cf7732c530de9a2e7db1a36ccc392dc9,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0256,,figure,Output/figures/plots/MER/mer_observation_support_sensor_note_appendix.png,ff6f804db038c805cd6a47ae745e40964d2b13daad8b7cc3d96709d15d80fe3b,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0257,,figure,Output/figures/plots/MER/mer_post_minus_pre_by_vegetation_group.png,65504f41cca4b859c0cccbd885b88894f7b8ab0d1dbe20df38ed9b57b8a3f443,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
