control_kind,control_id,defined_in,ever_fired,firing_evidence_kind,fixture_proof,evidence
gate,Tier1_TaskJ_prepost_placebo_ladder:Gate 5,docs/Tier1_TaskJ_prepost_placebo_ladder.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,Tier2_TaskH_all_pixel_census:Gate 1,docs/Tier2_TaskH_all_pixel_census.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,Tier2_TaskH_all_pixel_census:Gate 2,docs/Tier2_TaskH_all_pixel_census.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/temporal/TEMPORAL1_report.md
gate,Tier2_TaskH_all_pixel_census_v2:Gate 1,docs/Tier2_TaskH_all_pixel_census_v2.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,Tier2_TaskH_all_pixel_census_v3:Gate 1,docs/Tier2_TaskH_all_pixel_census_v3.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,Tier2_TaskH_all_pixel_census_v4:Gate 1,docs/Tier2_TaskH_all_pixel_census_v4.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,Tier2_TaskH_gateE_figure_build:Gate E,docs/Tier2_TaskH_gateE_figure_build.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,Tier2_TaskH_ondisk_audit:Gate A,docs/Tier2_TaskH_ondisk_audit.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,Tier2_TaskH_ondisk_audit:Gate B,docs/Tier2_TaskH_ondisk_audit.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskH_ondisk_audit:Gate C,docs/Tier2_TaskH_ondisk_audit.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskH_ondisk_audit:Gate D,docs/Tier2_TaskH_ondisk_audit.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskH_ondisk_census_groundcover_review:Gate A,docs/Tier2_TaskH_ondisk_census_groundcover_review.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,Tier2_TaskH_ondisk_census_groundcover_review:Gate B,docs/Tier2_TaskH_ondisk_census_groundcover_review.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskH_ondisk_census_groundcover_review:Gate C,docs/Tier2_TaskH_ondisk_census_groundcover_review.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskH_ondisk_census_groundcover_review:Gate D,docs/Tier2_TaskH_ondisk_census_groundcover_review.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskH_ondisk_census_groundcover_review:Gate E,docs/Tier2_TaskH_ondisk_census_groundcover_review.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,Tier2_TaskI_deck_stocktake_and_review_bundle:Gate I,docs/Tier2_TaskI_deck_stocktake_and_review_bundle.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/taskI_deck_stocktake_20260717.md
gate,Tier2_TaskK_gate0_output_census:Gate 0,docs/Tier2_TaskK_gate0_output_census.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md
gate,Tier2_TaskK_gate0_output_census:Gate A,docs/Tier2_TaskK_gate0_output_census.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,Tier2_TaskK_gateA_archive_dead_generations:Gate 0,docs/Tier2_TaskK_gateA_archive_dead_generations.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md
gate,Tier2_TaskK_gateA_archive_dead_generations:Gate A,docs/Tier2_TaskK_gateA_archive_dead_generations.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,Tier2_TaskL_dashboard_report_rollout:Gate 0,docs/Tier2_TaskL_dashboard_report_rollout.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md
gate,Tier2_TaskL_dashboard_report_rollout:Gate 1,docs/Tier2_TaskL_dashboard_report_rollout.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,Tier2_TaskL_dashboard_report_rollout:Gate 2,docs/Tier2_TaskL_dashboard_report_rollout.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/temporal/TEMPORAL1_report.md
gate,Tier2_TaskL_dashboard_report_rollout:Gate 3,docs/Tier2_TaskL_dashboard_report_rollout.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,Tier2_TaskL_dashboard_report_rollout:Gate 4,docs/Tier2_TaskL_dashboard_report_rollout.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/task_J_gate4_law_and_figures_20260718.md
gate,Tier2_TaskL_dashboard_report_rollout:Gate 5,docs/Tier2_TaskL_dashboard_report_rollout.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,Tier2_TaskL_dashboard_report_rollout:Gate E,docs/Tier2_TaskL_dashboard_report_rollout.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,Tier2_TaskM_deck_evidence_audit:Gate A,docs/Tier2_TaskM_deck_evidence_audit.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,Tier2_TaskM_deck_evidence_audit:Gate B,docs/Tier2_TaskM_deck_evidence_audit.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskM_deck_evidence_audit:Gate C,docs/Tier2_TaskM_deck_evidence_audit.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskM_deck_evidence_audit:Gate D,docs/Tier2_TaskM_deck_evidence_audit.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskM_deck_evidence_audit:Gate E,docs/Tier2_TaskM_deck_evidence_audit.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,Tier2_TaskM_deck_evidence_audit_v2:Gate A,docs/Tier2_TaskM_deck_evidence_audit_v2.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,Tier2_TaskM_deck_evidence_audit_v2:Gate B,docs/Tier2_TaskM_deck_evidence_audit_v2.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskM_deck_evidence_audit_v2:Gate C,docs/Tier2_TaskM_deck_evidence_audit_v2.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskM_deck_evidence_audit_v2:Gate D,docs/Tier2_TaskM_deck_evidence_audit_v2.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskM_deck_evidence_audit_v2:Gate E,docs/Tier2_TaskM_deck_evidence_audit_v2.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,Tier2_TaskM_gateB_classification:Gate A,docs/Tier2_TaskM_gateB_classification.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,Tier2_TaskM_gateB_classification:Gate B,docs/Tier2_TaskM_gateB_classification.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskM_gateB_classification:Gate C,docs/Tier2_TaskM_gateB_classification.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskM_gateB_classification_v2:Gate A,docs/Tier2_TaskM_gateB_classification_v2.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,Tier2_TaskM_gateB_classification_v2:Gate B,docs/Tier2_TaskM_gateB_classification_v2.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,Tier2_TaskM_gateB_classification_v2:Gate C,docs/Tier2_TaskM_gateB_classification_v2.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,UNZONED_v2:Gate 1,docs/reference_update/Gayini_CC_spec_UNZONED_v2.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,UNZONED_v2:Gate 2,docs/reference_update/Gayini_CC_spec_UNZONED_v2.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/temporal/TEMPORAL1_report.md
gate,UNZONED_v2_amendment_A1:Gate 1,docs/reference_update/Gayini_CC_spec_UNZONED_v2_amendment_A1.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,UNZONED_v3:Gate 1,docs/reference_update/Gayini_CC_spec_UNZONED_v3.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,reference_state_specs_T7_T11:Gate A,docs/reference_update/Gayini_reference_state_specs_T7_T11.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,reference_state_specs_T7_T11:Gate B,docs/reference_update/Gayini_reference_state_specs_T7_T11.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,reference_state_specs_T7_T11:Gate C,docs/reference_update/Gayini_reference_state_specs_T7_T11.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,reference_state_specs_T7_T11:Gate D,docs/reference_update/Gayini_reference_state_specs_T7_T11.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
lint,hash_order,scripts/utils/lint_guardrails.py,1,"observed: lint run 11 Aug 2026 reported FAIL, 80 new violations",,"ADVISORY - never fails the run; 127 unsorted iterations reported, 0 enforced"
lint,magic_number,scripts/utils/lint_guardrails.py,1,"observed: lint run 11 Aug 2026 reported FAIL, 80 new violations",,enforcing; fires now: bare pixel constants outside gayini_params
lint,or_ignore,scripts/utils/lint_guardrails.py,1,"observed: lint run 11 Aug 2026 reported FAIL, 80 new violations",,enforcing; fires now: INSERT OR IGNORE
lint,whole_digest,scripts/utils/lint_guardrails.py,1,"observed: lint run 11 Aug 2026 reported FAIL, 80 new violations",,enforcing; fires now: R whole-file digest::digest
lint_baseline,lint_baseline.json,scripts/utils/lint_baseline.json,1,by construction,,"pre-T5 debt suppressed; the lint fails on NEW violations only, so existing violations never fire"
reproduction_test,test_T8_headline_reproduction,scripts/11_database/test_T8_headline_reproduction.py,1,"observed: run 10 Aug, 72 of 153 pinned rows NOT RECOMPUTED",--break perturbs one pinned value by +5 on a temp copy; caught (-8.07 vs -13.07),TRACE-1 Gate A
smoke_check,data_intermediate/spatial,run_spine_smoke_test.R,0,not established,,
smoke_check,docs/run_order,run_spine_smoke_test.R,0,not established,,
smoke_check,folder_scripts/archive_absent,run_spine_smoke_test.R,1,recorded in CLAUDE.md / issues log,,"inverted polarity against the archive convention (CLAUDE.md, Known tooling conflicts) - fires when the convention is FOLLOWED"
smoke_check,scripts/00_setup,run_spine_smoke_test.R,0,not established,,
smoke_check,scripts/01_prepare_inputs,run_spine_smoke_test.R,0,not established,,
smoke_check,scripts/02_extract_heavy,run_spine_smoke_test.R,0,not established,,
smoke_check,scripts/03_inundation_products,run_spine_smoke_test.R,0,not established,,
smoke_check,scripts/04_gauges,run_spine_smoke_test.R,0,not established,,
smoke_check,scripts/05_ground_cover,run_spine_smoke_test.R,0,not established,,
smoke_check,scripts/06_mer,run_spine_smoke_test.R,0,not established,,
smoke_check,scripts/07_figures_dashboards,run_spine_smoke_test.R,0,not established,,
smoke_check,scripts/08_review_packages,run_spine_smoke_test.R,0,not established,,
smoke_check,scripts/09_qa,run_spine_smoke_test.R,0,not established,,
smoke_check,scripts/10_downstream_optional,run_spine_smoke_test.R,1,recorded in CLAUDE.md / issues log,,I-11: permanently red; the suite exits 1 on this check
