"set","row_type","scope","form","n","value","reference","delta","detail","cluster_note","support_level","unit","period_label","weighting","estimand","cluster","source_sha256_first50","interval_status"
"patch-year (93 unzoned patches)","drop_one_cluster","U0169","linear",35,0.210334981444741,0.21057259836261,-0.000237616917868694,"slope with patch_id U0169 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0170","linear",35,0.210640435741919,0.21057259836261,6.7837379309349e-05,"slope with patch_id U0170 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0186","linear",35,0.211064135412715,0.21057259836261,0.000491537050104962,"slope with patch_id U0186 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0187","linear",35,0.210695155041141,0.21057259836261,0.000122556678531061,"slope with patch_id U0187 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0192","linear",35,0.211250888683475,0.21057259836261,0.000678290320865138,"slope with patch_id U0192 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0205","linear",35,0.210913796629637,0.21057259836261,0.000341198267027415,"slope with patch_id U0205 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0214","linear",35,0.217526651887295,0.21057259836261,0.00695405352468542,"slope with patch_id U0214 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0221","linear",35,0.211494107721527,0.21057259836261,0.00092150935891705,"slope with patch_id U0221 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0229","linear",35,0.210635635469821,0.21057259836261,6.30371072109226e-05,"slope with patch_id U0229 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0231","linear",35,0.211083807709765,0.21057259836261,0.000511209347155067,"slope with patch_id U0231 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0235","linear",35,0.212999851801968,0.21057259836261,0.00242725343935823,"slope with patch_id U0235 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0238","linear",35,0.207756974667211,0.21057259836261,-0.00281562369539809,"slope with patch_id U0238 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0243","linear",35,0.21106301829135,0.21057259836261,0.000490419928740077,"slope with patch_id U0243 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0245","linear",35,0.210659330053919,0.21057259836261,8.67316913092386e-05,"slope with patch_id U0245 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0246","linear",35,0.211744400850147,0.21057259836261,0.00117180248753784,"slope with patch_id U0246 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0248","linear",35,0.212830931587346,0.21057259836261,0.00225833322473684,"slope with patch_id U0248 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0249","linear",35,0.210804203192115,0.21057259836261,0.000231604829505155,"slope with patch_id U0249 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0250","linear",35,0.21077810547581,0.21057259836261,0.000205507113200193,"slope with patch_id U0250 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0270","linear",35,0.210737814498314,0.21057259836261,0.000165216135704221,"slope with patch_id U0270 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0278","linear",35,0.210474021109486,0.21057259836261,-9.85772531235662e-05,"slope with patch_id U0278 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0279","linear",35,0.210680126333399,0.21057259836261,0.000107527970789417,"slope with patch_id U0279 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0280","linear",35,0.211014210843598,0.21057259836261,0.000441612480988895,"slope with patch_id U0280 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0286","linear",35,0.210617681312734,0.21057259836261,4.50829501243422e-05,"slope with patch_id U0286 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0293","linear",35,0.211104783954293,0.21057259836261,0.000532185591683804,"slope with patch_id U0293 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0326","linear",35,0.211107913382596,0.21057259836261,0.000535315019986299,"slope with patch_id U0326 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0335","linear",35,0.210035512302247,0.21057259836261,-0.000537086060362402,"slope with patch_id U0335 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0347","linear",35,0.215600462452039,0.21057259836261,0.00502786408942954,"slope with patch_id U0347 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0380","linear",35,0.210802044320766,0.21057259836261,0.000229445958156466,"slope with patch_id U0380 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0393","linear",35,0.210632218075625,0.21057259836261,5.96197130157683e-05,"slope with patch_id U0393 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0403","linear",35,0.210665652667032,0.21057259836261,9.30543044222187e-05,"slope with patch_id U0403 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0419","linear",35,0.198579660178848,0.21057259836261,-0.0119929381837611,"slope with patch_id U0419 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0440","linear",35,0.210637771511225,0.21057259836261,6.51731486150386e-05,"slope with patch_id U0440 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0444","linear",35,0.210800423756664,0.21057259836261,0.000227825394054776,"slope with patch_id U0444 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0445","linear",35,0.210865916042834,0.21057259836261,0.000293317680224503,"slope with patch_id U0445 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0451","linear",35,0.211087964768682,0.21057259836261,0.000515366406071999,"slope with patch_id U0451 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0464","linear",35,0.210820842591715,0.21057259836261,0.000248244229105382,"slope with patch_id U0464 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0467","linear",35,0.215624353792233,0.21057259836261,0.00505175542962349,"slope with patch_id U0467 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0470","linear",35,0.209415488123327,0.21057259836261,-0.00115711023928255,"slope with patch_id U0470 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0486","linear",35,0.194294396941405,0.21057259836261,-0.0162782014212048,"slope with patch_id U0486 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0488","linear",35,0.210331211269633,0.21057259836261,-0.00024138709297622,"slope with patch_id U0488 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0492","linear",35,0.210522790876982,0.21057259836261,-4.9807485627662e-05,"slope with patch_id U0492 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0501","linear",35,0.210350335340633,0.21057259836261,-0.000222263021976199,"slope with patch_id U0501 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0506","linear",35,0.210575882545916,0.21057259836261,3.28418330655667e-06,"slope with patch_id U0506 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0508","linear",35,0.212882749117206,0.21057259836261,0.00231015075459617,"slope with patch_id U0508 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0512","linear",35,0.21074570321565,0.21057259836261,0.000173104853040534,"slope with patch_id U0512 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0513","linear",35,0.210759060957397,0.21057259836261,0.000186462594787135,"slope with patch_id U0513 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0521","linear",35,0.211024769423323,0.21057259836261,0.000452171060713186,"slope with patch_id U0521 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0525","linear",35,0.210573201048417,0.21057259836261,6.02685807898906e-07,"slope with patch_id U0525 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0526","linear",35,0.210625568582153,0.21057259836261,5.2970219543147e-05,"slope with patch_id U0526 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
